Student ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
151;1;1;1;2;1;1;1;3;27;3;9;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Enrolled
152;1;1;1;6;1;1;1;1;28;5;8;0;0;0;1;0;0;19;0;0;5;6;5;12.4;0;0;5;6;5;13.4;0;7.6;2.6;0.32;Graduate
153;1;8;1;16;1;1;1;23;28;8;7;1;0;0;1;0;0;18;0;0;6;11;3;12.333333333333334;0;0;6;10;5;10.833333333333334;0;9.4;-0.8;-3.12;Enrolled
154;1;1;1;16;1;1;1;22;27;10;10;1;0;0;1;0;0;18;0;0;6;7;6;13.333333333333334;0;0;6;8;5;11.8;0;7.6;2.6;0.32;Graduate
155;1;14;1;16;1;1;1;3;27;3;6;1;0;0;1;0;0;21;0;0;6;10;3;12.666666666666666;0;0;6;12;3;10.0;0;9.4;-0.8;-3.12;Dropout
156;1;1;1;16;1;1;1;23;27;7;7;0;0;0;1;0;0;19;0;0;6;8;6;12.0;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Dropout
157;1;1;1;9;1;1;1;23;28;10;10;0;0;0;1;0;1;18;0;0;5;5;5;10.6;0;0;5;5;5;11.8;0;12.4;0.5;1.79;Graduate
158;1;8;2;10;1;1;1;1;27;8;10;1;0;0;1;0;1;18;0;0;6;8;6;12.25;0;0;6;7;6;11.857142857142858;0;12.7;3.7;-1.7;Graduate
159;1;1;3;10;1;1;1;13;1;10;11;1;0;0;1;0;0;20;0;0;6;10;4;11.0;0;0;6;9;6;11.833333333333334;0;9.4;-0.8;-3.12;Graduate
160;1;12;1;3;0;1;1;1;14;7;9;0;0;0;1;0;1;24;0;0;6;11;5;11.0;0;0;6;9;5;12.6;0;11.1;0.6;2.02;Graduate
161;1;1;1;14;1;1;1;13;1;5;2;0;0;0;1;0;0;19;0;0;6;6;6;13.166666666666666;0;0;6;9;6;13.0;0;10.8;1.4;1.74;Dropout
162;1;1;1;12;1;1;1;13;27;10;8;1;0;0;1;0;1;18;0;0;7;9;7;12.855555555555554;0;0;8;12;7;12.761111111111113;0;15.5;2.8;-4.06;Graduate
163;1;1;2;12;1;1;1;13;14;10;10;1;0;0;1;0;0;18;0;0;7;8;7;14.91875;0;0;8;8;8;15.355;0;15.5;2.8;-4.06;Graduate
164;1;8;5;16;1;1;1;10;10;5;5;1;0;0;1;0;0;21;0;0;6;13;4;11.5;0;0;6;10;3;11.0;0;10.8;1.4;1.74;Dropout
165;1;8;2;14;1;1;1;1;14;6;5;0;0;0;1;0;0;19;0;0;5;5;5;14.2;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate
166;1;8;1;15;1;1;1;13;27;8;8;0;0;0;1;0;1;19;0;0;6;6;6;12.5;0;0;6;7;6;13.0;0;15.5;2.8;-4.06;Graduate
167;3;12;1;4;1;1;1;1;27;7;7;0;0;1;1;0;0;47;0;0;1;1;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Enrolled
168;1;8;3;10;1;1;1;13;14;8;9;0;0;0;1;0;0;19;0;0;6;10;5;11.666666666666666;0;0;6;12;4;11.0;0;13.9;-0.3;0.79;Graduate
169;1;12;1;12;1;3;1;2;2;2;2;0;0;0;1;0;0;29;0;1;8;8;7;14.257142857142856;0;1;8;8;7;14.257142857142856;0;12.7;3.7;-1.7;Graduate
170;1;14;1;10;1;1;1;13;14;5;9;1;0;0;1;0;0;21;0;0;6;13;3;12.0;0;0;6;12;2;11.333333333333334;0;16.2;0.3;-0.92;Dropout
171;1;12;1;6;1;1;1;22;14;10;8;1;0;0;1;0;0;28;0;0;5;13;4;11.25;1;0;5;11;4;10.5;0;12.7;3.7;-1.7;Enrolled
172;1;8;2;13;1;1;1;22;27;4;11;0;0;0;1;0;0;20;0;0;7;8;7;12.457142857142856;0;0;8;8;8;13.5625;0;15.5;2.8;-4.06;Graduate
173;1;8;1;12;1;1;1;2;28;5;6;1;0;0;1;0;0;19;0;0;7;7;6;11.683333333333332;0;0;7;7;6;11.683333333333332;0;7.6;2.6;0.32;Graduate
174;1;13;1;3;0;1;1;13;2;5;7;0;0;0;1;0;0;26;0;0;6;10;3;11.666666666666666;0;0;6;8;5;12.0;0;9.4;-0.8;-3.12;Graduate
175;1;8;2;11;1;1;1;22;27;10;9;1;0;1;0;0;0;20;0;0;6;8;4;11.75;0;0;6;6;6;13.166666666666666;0;11.1;0.6;2.02;Dropout
176;1;1;1;14;1;1;1;22;27;10;10;1;0;0;1;0;1;18;0;0;5;6;3;11.666666666666666;0;0;5;6;4;13.5;0;7.6;2.6;0.32;Enrolled
177;1;12;1;16;1;1;1;22;14;10;6;0;0;0;1;0;0;27;0;0;6;9;5;13.2;0;0;6;10;5;12.0;0;7.6;2.6;0.32;Graduate
178;1;1;2;12;1;1;1;19;24;12;12;1;0;0;1;0;0;20;0;0;7;8;4;11.95;0;0;7;8;4;11.95;0;7.6;2.6;0.32;Dropout
179;1;1;5;16;1;1;1;22;14;10;6;1;0;0;1;0;0;18;0;0;6;8;5;12.4;0;0;6;12;5;10.4;0;9.4;-0.8;-3.12;Dropout
180;1;4;1;12;1;3;1;1;1;10;6;0;0;0;1;0;0;33;0;2;7;8;6;14.35;0;3;8;10;6;14.583333333333334;0;16.2;0.3;-0.92;Dropout
181;1;14;1;16;1;1;1;3;1;4;4;1;0;0;1;0;0;35;0;19;21;21;21;12.61904761904762;0;13;19;19;19;12.789473684210526;0;12.4;0.5;1.79;Graduate
182;1;15;1;17;0;14;1;22;14;10;9;0;0;0;1;0;1;26;0;2;6;7;6;12.666666666666666;0;2;6;7;6;13.166666666666666;1;9.4;-0.8;-3.12;Enrolled
183;1;12;1;15;1;12;1;13;14;4;5;0;0;1;0;0;0;27;0;0;6;6;5;12.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
184;1;9;3;5;1;1;1;1;27;6;6;1;0;0;0;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
185;1;8;2;11;1;1;1;1;14;5;7;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
186;1;9;2;9;1;1;1;3;3;6;8;1;0;1;0;0;0;20;0;0;5;9;3;10.0;0;0;5;9;3;10.571428571428571;0;10.8;1.4;1.74;Dropout
187;1;14;1;10;1;1;1;1;27;6;10;0;0;1;0;0;0;21;0;5;10;18;8;11.5;0;0;6;12;4;10.0;0;9.4;-0.8;-3.12;Enrolled
188;1;8;3;12;1;1;1;23;1;10;5;1;0;0;1;0;1;18;0;0;7;7;6;13.05;0;0;7;7;6;13.05;0;7.6;2.6;0.32;Graduate
189;1;12;1;6;1;1;1;1;14;10;10;1;0;0;1;0;0;24;0;0;6;10;2;11.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
190;1;8;4;5;1;1;1;1;3;5;2;1;0;0;1;0;0;20;0;0;6;7;6;11.5;0;0;6;6;6;12.0;0;16.2;0.3;-0.92;Graduate
191;1;1;1;11;1;1;1;13;28;10;9;0;0;0;1;0;1;21;0;0;6;7;6;12.0;0;0;6;6;6;12.5;0;13.9;-0.3;0.79;Graduate
192;1;1;1;3;0;1;1;1;27;8;4;0;0;0;1;0;0;23;0;0;6;13;2;10.0;0;0;5;12;1;10.0;0;9.4;-0.8;-3.12;Enrolled
193;1;12;1;9;1;1;1;10;3;5;4;1;0;0;1;0;0;24;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
194;1;16;1;16;1;1;1;1;1;5;11;0;0;0;1;0;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
195;1;1;4;12;1;1;1;23;28;10;9;1;0;0;1;0;0;18;0;0;8;8;7;12.242857142857144;0;0;8;8;7;12.242857142857144;0;12.7;3.7;-1.7;Graduate
196;1;12;1;17;0;15;1;13;1;4;5;1;0;0;1;0;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
197;1;9;6;12;1;1;1;22;27;6;6;1;0;0;1;0;0;18;0;0;8;8;8;12.93375;0;0;8;8;8;12.93375;0;9.4;-0.8;-3.12;Graduate
198;1;4;1;7;1;3;1;3;2;3;3;0;0;0;1;0;0;35;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13.9;-0.3;0.79;Dropout
199;1;1;1;16;1;1;1;13;14;4;9;0;0;0;1;0;0;18;0;0;7;9;7;12.571428571428571;0;0;7;8;7;14.428571428571429;0;11.1;0.6;2.02;Graduate
200;1;12;1;12;1;1;1;1;3;28;19;0;0;0;1;0;0;35;0;0;3;4;3;11.816666666666668;0;0;3;3;3;11.333333333333334;0;11.1;0.6;2.02;Enrolled
201;1;1;1;6;1;1;1;1;1;5;8;1;0;0;1;0;0;19;0;0;5;9;4;13.75;0;0;5;13;4;14.333333333333334;2;10.8;1.4;1.74;Graduate
202;1;1;4;10;1;1;1;13;14;5;1;1;0;0;1;0;0;20;0;0;6;8;6;11.166666666666666;0;0;6;6;6;11.333333333333334;0;7.6;2.6;0.32;Graduate
203;1;1;4;12;1;1;1;13;14;8;8;1;0;0;1;0;0;18;0;0;8;8;7;12.324285714285711;0;0;8;8;7;12.324285714285711;0;10.8;1.4;1.74;Graduate
204;1;15;1;10;1;14;1;23;28;6;11;0;0;1;1;0;0;21;0;3;6;6;6;12.166666666666666;0;2;6;7;6;11.714285714285714;0;13.9;-0.3;0.79;Graduate
205;1;8;2;10;1;1;1;13;27;10;9;0;0;0;1;0;1;18;0;0;6;11;5;11.142857142857142;0;0;6;11;4;11.25;0;16.2;0.3;-0.92;Graduate
206;1;1;1;10;1;1;1;19;24;1;1;1;0;0;1;0;0;18;0;0;6;9;4;11.0;0;0;6;9;4;10.75;0;7.6;2.6;0.32;Graduate
207;1;1;2;12;1;1;1;13;28;10;10;1;0;0;1;0;0;18;0;0;8;8;7;12.914285714285713;0;0;8;8;7;12.914285714285713;0;12.7;3.7;-1.7;Graduate
208;1;1;4;15;1;1;1;3;14;2;5;1;0;0;1;0;1;18;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.166666666666666;0;16.2;0.3;-0.92;Graduate
209;1;1;1;6;1;1;1;13;1;9;8;1;0;0;1;0;0;19;0;0;6;8;6;13.857142857142858;0;0;6;9;5;13.4;0;13.9;-0.3;0.79;Graduate
210;1;12;1;11;1;12;1;3;14;3;4;0;0;0;1;0;1;36;0;0;6;7;6;13.714285714285714;0;0;6;6;5;12.8;0;16.2;0.3;-0.92;Dropout
211;1;1;2;12;1;1;1;23;1;8;5;1;0;0;1;0;1;18;0;0;8;8;7;12.642857142857142;0;0;8;8;7;12.642857142857142;0;12.7;3.7;-1.7;Graduate
212;1;1;1;12;1;1;1;22;27;10;10;0;0;0;1;0;1;18;0;0;7;7;6;12.916666666666666;0;0;7;7;6;12.916666666666666;0;7.6;2.6;0.32;Graduate
213;1;14;1;8;1;1;1;1;3;10;3;1;0;0;1;0;1;20;0;0;6;8;6;15.625;0;0;6;8;6;15.857142857142858;0;13.9;-0.3;0.79;Graduate
214;1;12;1;17;0;1;1;22;27;10;10;0;0;0;1;0;1;26;0;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout
215;1;14;1;15;1;1;1;1;1;5;6;0;0;0;1;0;0;21;0;0;6;8;6;11.714285714285714;0;0;6;7;6;12.0;0;7.6;2.6;0.32;Graduate
216;1;12;1;13;1;15;1;1;1;5;6;0;0;0;1;0;0;25;0;0;7;10;6;12.125;0;0;8;9;8;13.3125;0;15.5;2.8;-4.06;Enrolled
217;1;9;1;9;1;1;1;13;3;6;6;1;0;0;1;0;1;19;0;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12.4;0.5;1.79;Graduate
218;1;12;1;3;0;1;1;13;27;9;8;1;0;0;1;0;0;24;0;0;6;11;1;10.0;0;0;6;6;0;0.0;6;9.4;-0.8;-3.12;Dropout
219;1;12;1;3;0;1;1;1;14;6;5;0;0;0;1;0;1;27;0;0;6;16;1;10.0;0;0;6;13;0;0.0;0;8.9;1.4;3.51;Dropout
220;1;8;1;6;1;1;1;13;27;2;4;0;0;0;1;0;0;21;0;0;5;10;0;0.0;1;0;5;9;2;13.5;0;7.6;2.6;0.32;Dropout
221;1;1;1;9;1;1;1;23;28;8;8;0;0;0;1;0;1;18;0;0;5;7;4;13.0;0;0;5;8;3;12.333333333333334;0;9.4;-0.8;-3.12;Graduate
222;2;1;4;16;1;1;1;22;27;6;8;0;1;0;1;0;1;19;0;0;6;6;6;13.333333333333334;0;0;6;6;6;14.5;0;10.8;1.4;1.74;Graduate
223;1;1;3;11;1;1;1;1;1;4;4;1;0;0;1;0;0;18;0;0;6;9;4;11.25;0;0;6;13;2;12.5;0;9.4;-0.8;-3.12;Dropout
224;1;16;1;12;1;1;1;13;1;6;10;0;0;0;1;0;1;19;0;0;7;9;5;13.85;0;0;8;9;7;12.19285714285714;0;11.1;0.6;2.02;Graduate
225;1;9;1;12;1;1;1;1;28;5;6;1;0;0;1;0;1;19;0;0;7;8;6;13.741666666666667;0;0;8;9;7;14.9125;0;16.2;0.3;-0.92;Graduate
226;2;4;1;17;0;17;1;25;5;4;4;0;0;0;1;0;0;33;0;2;6;7;6;15.333333333333334;0;0;5;5;5;15.8;0;11.1;0.6;2.02;Graduate
227;2;4;1;9;1;3;1;1;4;4;11;0;0;0;1;0;0;45;0;0;5;6;5;11.0;0;0;5;5;5;13.8;0;12.4;0.5;1.79;Graduate
228;1;1;1;10;1;1;1;1;1;10;10;0;0;0;1;0;1;20;0;0;6;6;6;12.0;0;0;6;7;6;12.857142857142858;0;11.1;0.6;2.02;Graduate
229;1;12;2;14;1;1;1;19;24;1;1;1;0;0;1;0;0;28;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
230;1;14;1;12;1;1;1;1;1;6;9;1;0;0;1;0;1;19;0;0;8;15;7;11.571428571428571;0;0;8;15;7;11.571428571428571;0;12.7;3.7;-1.7;Graduate
231;1;1;2;11;1;1;1;1;27;5;6;1;0;0;1;0;0;18;0;0;6;10;6;12.857142857142858;0;0;6;6;3;12.666666666666666;0;12.7;3.7;-1.7;Graduate
232;1;12;1;11;1;3;1;13;14;5;7;0;0;0;1;0;0;38;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
233;1;1;2;14;1;1;1;1;3;5;4;0;0;0;1;0;0;19;0;0;5;5;5;13.0;0;0;5;5;5;13.2;0;9.4;-0.8;-3.12;Graduate
234;1;1;1;11;1;1;1;1;27;10;10;0;0;0;1;0;1;21;0;0;6;9;5;11.0;0;0;6;8;5;12.0;0;15.5;2.8;-4.06;Graduate
235;1;1;1;9;1;1;1;22;1;10;11;0;0;0;1;0;0;21;0;0;5;12;3;12.0;0;0;5;12;1;15.0;3;16.2;0.3;-0.92;Dropout
236;1;1;1;10;1;1;1;23;27;10;10;0;0;0;1;0;1;22;0;0;6;6;5;12.6;0;0;6;6;6;13.0;0;10.8;1.4;1.74;Graduate
237;1;1;1;16;1;1;1;13;14;6;8;0;0;0;1;0;1;18;0;0;6;8;5;13.4;0;0;6;7;6;13.166666666666666;0;9.4;-0.8;-3.12;Graduate
238;1;8;2;10;1;1;1;22;27;4;10;0;1;0;1;0;1;18;0;0;6;9;6;11.333333333333334;0;0;6;9;6;11.571428571428571;0;15.5;2.8;-4.06;Graduate
239;1;1;1;8;1;1;1;13;1;10;10;1;0;0;0;0;0;25;0;0;5;14;4;13.5;2;0;5;10;4;14.25;0;9.4;-0.8;-3.12;Dropout
240;1;12;1;6;1;12;1;13;14;10;8;0;0;1;0;0;0;24;0;2;6;11;3;11.75;0;1;6;14;3;10.333333333333334;0;16.2;0.3;-0.92;Dropout
241;1;1;3;12;1;1;1;3;1;5;5;1;0;0;1;0;0;19;0;0;7;10;6;12.471428571428572;0;0;7;8;7;11.4625;0;12.4;0.5;1.79;Enrolled
242;1;7;1;2;1;1;1;3;3;4;4;1;0;0;1;0;0;24;0;11;17;19;11;12.909090909090908;0;9;13;15;9;13.555555555555555;0;12.4;0.5;1.79;Enrolled
243;1;1;2;9;1;1;1;22;14;6;6;1;0;0;1;0;1;20;0;0;5;5;5;11.6;0;0;5;5;5;13.6;0;12.4;0.5;1.79;Graduate
244;1;12;1;9;1;1;1;22;1;10;2;0;0;0;0;0;0;25;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
245;1;1;1;9;1;1;1;23;14;10;11;0;0;0;1;0;1;20;0;5;10;13;9;12.9;0;4;10;12;10;12.363636363636363;0;8.9;1.4;3.51;Graduate
246;1;4;1;12;1;3;1;13;28;6;4;0;0;0;1;0;0;23;0;0;8;8;8;13.22;0;0;8;8;8;13.22;0;9.4;-0.8;-3.12;Graduate
247;1;8;3;12;1;1;1;13;27;8;7;1;0;0;1;0;1;19;0;0;8;8;7;13.151428571428571;0;0;8;8;7;13.151428571428571;0;10.8;1.4;1.74;Graduate
248;1;15;1;4;1;14;1;22;27;10;11;0;0;1;0;0;0;29;0;0;6;13;3;12.75;0;0;6;8;3;11.333333333333334;0;13.9;-0.3;0.79;Dropout
249;1;1;3;11;1;1;1;13;27;5;8;1;0;0;1;0;0;21;0;0;6;8;6;11.333333333333334;0;0;6;8;4;12.25;0;11.1;0.6;2.02;Graduate
250;1;1;1;14;1;1;1;13;1;10;9;1;0;0;1;0;1;18;0;0;6;10;6;13.25;0;0;6;13;5;14.142857142857142;0;11.1;0.6;2.02;Graduate
251;1;1;3;5;1;1;1;13;28;10;10;1;0;0;1;0;0;19;0;0;6;7;5;12.4;0;0;6;6;5;12.4;0;9.4;-0.8;-3.12;Enrolled
252;1;1;3;15;1;1;1;23;27;8;8;1;0;0;1;0;1;18;0;0;6;6;6;15.0;0;0;6;6;6;12.833333333333334;0;8.9;1.4;3.51;Dropout
253;1;1;1;6;1;1;1;7;14;12;7;0;0;0;1;0;0;19;0;0;5;6;5;14.4;0;0;5;6;5;13.0;0;7.6;2.6;0.32;Graduate
254;1;1;1;15;1;1;1;22;27;10;9;1;0;0;1;0;0;18;0;0;6;12;1;11.0;0;0;6;12;0;0.0;0;9.4;-0.8;-3.12;Enrolled
255;1;8;1;9;1;1;1;1;1;5;5;0;0;0;1;0;0;18;0;0;5;8;5;12.4;0;0;5;6;5;10.8;0;8.9;1.4;3.51;Graduate
256;2;12;1;13;1;12;1;23;27;8;8;1;0;1;0;0;1;37;0;0;7;13;1;16.0;0;0;7;12;0;0.0;0;8.9;1.4;3.51;Dropout
257;1;8;1;17;0;15;1;22;27;7;7;0;0;0;1;0;0;29;0;0;5;10;5;13.571428571428571;0;0;5;14;5;12.333333333333334;3;16.2;0.3;-0.92;Graduate
258;1;8;3;5;1;1;1;22;27;10;10;0;0;0;1;0;0;18;0;0;6;6;6;11.833333333333334;0;0;6;6;6;12.5;0;7.6;2.6;0.32;Enrolled
259;1;1;1;10;1;1;1;1;1;10;9;1;0;0;1;0;1;19;0;0;6;8;5;11.666666666666666;0;0;6;9;5;12.666666666666666;0;12.4;0.5;1.79;Graduate
260;1;14;1;10;1;1;1;1;1;4;2;1;0;1;0;0;0;22;0;6;10;16;6;11.833333333333334;0;2;7;8;2;13.0;0;16.2;0.3;-0.92;Dropout
261;1;1;1;11;1;1;1;22;28;10;8;0;0;0;1;0;1;20;0;0;6;8;6;11.166666666666666;0;0;6;10;5;10.6;0;15.5;2.8;-4.06;Graduate
262;1;12;1;3;0;1;1;22;27;13;13;0;0;0;1;0;0;34;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
263;1;14;1;7;1;1;1;22;28;10;10;0;0;1;0;0;0;30;0;8;12;17;8;11.75;0;6;12;19;6;12.166666666666666;2;7.6;2.6;0.32;Dropout
264;1;1;1;10;1;1;1;1;1;5;5;0;0;0;1;0;0;18;0;0;6;7;6;14.0;0;0;6;7;6;14.0;0;10.8;1.4;1.74;Graduate
265;1;1;1;10;1;1;1;23;14;10;6;0;0;0;1;0;0;18;0;0;6;6;6;12.833333333333334;0;0;6;6;6;12.0;0;12.4;0.5;1.79;Graduate
266;1;1;2;15;1;1;1;3;1;2;4;1;0;0;1;0;0;18;0;0;6;11;4;12.25;0;0;6;10;3;11.666666666666666;0;9.4;-0.8;-3.12;Graduate
267;1;8;4;12;1;1;1;4;1;3;4;1;0;0;1;0;0;18;0;0;8;8;7;14.828571428571427;0;0;8;8;7;14.828571428571427;0;12.7;3.7;-1.7;Graduate
268;1;1;2;15;1;1;1;23;28;10;10;1;0;0;1;0;1;19;0;0;6;7;5;11.4;0;0;6;8;5;12.8;0;12.7;3.7;-1.7;Graduate
269;1;1;1;5;1;1;1;22;27;10;10;1;0;0;1;0;1;19;0;0;6;6;6;13.0;0;0;6;8;6;12.5;0;10.8;1.4;1.74;Graduate
270;1;1;5;12;1;1;1;1;1;10;10;0;0;0;1;0;1;18;0;0;8;8;7;13.671428571428573;0;0;8;8;7;13.671428571428573;0;12.7;3.7;-1.7;Graduate
271;1;15;1;4;1;14;1;22;28;5;9;0;0;0;1;0;1;21;0;0;6;9;6;12.666666666666666;0;0;6;8;5;12.8;0;13.9;-0.3;0.79;Graduate
272;1;1;2;9;1;1;1;1;14;10;10;1;0;0;0;0;0;20;0;0;5;10;2;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32;Dropout
273;1;8;1;9;1;1;1;10;14;5;9;1;0;0;1;0;0;20;0;0;5;10;5;13.5;0;0;5;8;5;12.333333333333334;0;13.9;-0.3;0.79;Graduate
274;1;1;1;12;1;1;1;5;1;3;6;0;0;0;1;0;0;19;0;2;7;8;7;12.67;0;1;8;8;8;13.55;0;11.1;0.6;2.02;Graduate
275;1;1;1;10;1;1;1;1;28;5;6;0;0;0;1;0;0;20;0;0;6;8;6;14.5;0;0;6;7;6;15.428571428571429;0;16.2;0.3;-0.92;Graduate
276;1;8;3;12;1;1;1;10;1;5;11;1;0;0;1;0;0;18;0;0;7;7;7;13.685714285714283;0;0;8;8;8;15.3875;0;13.9;-0.3;0.79;Graduate
277;1;13;1;16;1;1;1;22;28;4;4;0;0;0;1;0;0;20;0;0;6;8;5;11.0;0;0;6;10;3;10.666666666666666;0;12.7;3.7;-1.7;Dropout
278;2;4;1;8;1;3;1;5;4;3;1;0;0;1;0;0;0;29;0;7;9;16;7;11.555555555555555;4;5;7;12;5;13.2;2;7.6;2.6;0.32;Dropout
279;1;1;1;12;1;1;1;13;14;6;7;0;0;0;1;0;1;18;0;0;7;7;7;13.79714285714286;0;0;8;8;8;13.775;0;12.4;0.5;1.79;Enrolled
280;1;1;1;12;1;1;1;13;14;6;6;1;0;0;1;0;1;20;0;0;7;8;7;14.00375;0;0;8;11;7;13.812857142857142;0;15.5;2.8;-4.06;Graduate
281;1;7;2;9;1;1;1;23;27;10;10;1;0;0;1;0;1;22;0;0;5;8;4;12.0;0;0;5;8;4;11.4;2;16.2;0.3;-0.92;Graduate
282;4;1;1;3;0;1;1;24;14;5;11;1;0;0;1;0;1;47;0;0;6;9;5;14.166666666666666;0;0;6;7;6;14.166666666666666;0;16.2;0.3;-0.92;Graduate
283;2;16;1;17;0;1;1;22;27;9;5;0;0;0;1;0;0;31;0;1;5;5;5;14.0;0;0;5;5;5;13.8;0;8.9;1.4;3.51;Graduate
284;1;1;1;5;1;1;1;13;27;8;6;0;0;0;1;0;1;21;0;0;6;7;5;13.8;0;0;6;6;6;12.833333333333334;0;16.2;0.3;-0.92;Graduate
285;1;1;1;3;0;1;1;23;28;1;1;0;0;0;1;0;0;21;0;0;6;8;5;12.8;0;0;6;10;6;11.857142857142858;0;7.6;2.6;0.32;Graduate
286;2;12;1;15;1;9;1;1;1;5;5;0;0;0;1;0;0;24;0;0;6;6;6;12.166666666666666;0;0;6;6;6;13.833333333333334;0;7.6;2.6;0.32;Graduate
287;1;8;1;5;1;1;1;4;27;3;10;0;0;0;1;0;0;18;0;0;6;8;6;12.5;0;0;6;6;6;12.333333333333334;0;15.5;2.8;-4.06;Enrolled
288;1;12;1;3;0;11;1;19;1;12;3;0;0;0;1;0;0;32;0;0;6;9;4;12.0;0;0;6;12;4;11.5;0;7.6;2.6;0.32;Graduate
289;1;9;2;3;0;1;1;3;1;4;5;1;0;0;1;0;1;19;0;0;6;8;6;10.833333333333334;0;0;6;9;6;11.5;0;10.8;1.4;1.74;Graduate
290;1;12;1;12;1;1;1;3;3;2;2;1;0;0;1;0;0;24;0;0;8;8;8;13.385;0;0;8;8;8;13.385;0;9.4;-0.8;-3.12;Graduate
291;1;8;4;6;1;1;1;13;14;5;11;1;0;0;1;0;0;19;0;0;6;14;6;15.666666666666666;0;0;6;9;6;14.5;0;15.5;2.8;-4.06;Graduate
292;1;15;1;4;1;14;1;13;27;7;7;0;0;1;1;0;1;19;0;0;6;9;6;14.333333333333334;0;0;6;7;6;13.833333333333334;0;13.9;-0.3;0.79;Graduate
293;1;15;1;4;1;14;1;22;27;10;5;0;0;0;1;0;0;24;0;0;6;10;6;11.428571428571429;0;0;6;12;5;13.0;0;12.4;0.5;1.79;Enrolled
294;1;8;4;10;1;1;1;13;14;29;29;1;0;0;1;0;1;18;0;0;6;9;6;11.666666666666666;0;0;6;8;6;11.666666666666666;0;8.9;1.4;3.51;Graduate
295;1;1;1;5;1;1;1;23;27;4;7;1;0;0;1;0;1;19;0;0;6;9;5;12.0;0;0;6;10;2;11.333333333333334;0;8.9;1.4;3.51;Dropout
296;2;1;1;12;1;1;1;3;28;3;5;0;0;0;1;0;1;19;0;0;8;8;7;14.725714285714288;0;0;8;8;7;14.725714285714288;0;10.8;1.4;1.74;Graduate
297;1;8;2;15;1;1;1;13;28;10;9;1;0;0;1;0;1;18;0;0;6;6;6;14.166666666666666;0;0;6;6;6;13.666666666666666;0;12.4;0.5;1.79;Graduate
298;1;1;1;10;1;1;1;1;1;4;4;1;0;0;1;0;0;18;0;0;6;10;6;11.571428571428571;0;0;6;8;6;12.333333333333334;0;12.4;0.5;1.79;Graduate
299;1;8;4;13;1;1;1;1;1;5;11;1;0;0;1;0;0;20;0;0;7;7;7;12.5;0;0;8;8;8;13.1375;0;12.4;0.5;1.79;Graduate
300;1;1;1;12;1;1;1;13;28;6;8;0;0;0;1;0;0;18;0;0;8;10;8;12.86;2;0;8;10;8;12.86;2;9.4;-0.8;-3.12;Graduate
301;1;8;4;14;1;1;1;23;28;10;8;1;0;0;1;0;0;18;0;0;6;10;6;12.25;0;0;6;9;6;13.714285714285714;0;11.1;0.6;2.02;Graduate
302;1;1;2;6;1;1;1;23;27;10;10;1;0;0;1;0;1;21;0;0;5;7;4;12.0;0;0;5;5;5;12.2;0;10.8;1.4;1.74;Graduate
303;1;1;1;12;1;1;1;13;14;5;10;0;0;0;1;0;1;18;0;0;7;9;7;15.116666666666667;0;0;8;9;8;16.168888888888887;0;15.5;2.8;-4.06;Graduate
